YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,State,District,Latitude,Longitude
2010,33,15,2,19,0,19,45,27,18,3,0,8,28,113,24,89,19,11,5,1,14,98,0,7,0,29,0,55,145,650,Assam,Karbi Anglong,26.08966454598031,93.11536570271832
2010,38,6,0,36,0,36,54,47,7,19,0,7,76,120,24,96,40,11,10,2,15,86,10,7,0,141,0,28,676,1382,Assam,Karimganj,24.69660712250711,92.3679498575498
2010,43,28,0,30,0,30,78,58,20,6,0,10,33,174,46,128,127,11,22,0,16,30,1,3,0,86,0,43,275,1016,Assam,Kokrajhar,26.497246635730868,90.13997470997688
2010,45,17,3,39,0,39,128,109,19,3,0,12,103,141,33,108,14,20,57,0,10,387,0,60,0,229,0,168,440,1876,Assam,Lakhimpur,27.14128805970149,94.0775949253732
2010,83,67,5,148,3,145,302,293,9,33,3,114,271,387,72,315,269,160,97,4,52,608,15,18,9,769,0,247,2038,5699,Assam,Nagaon,26.26462170626351,92.9306191144708
2010,24,17,0,24,0,24,56,51,5,15,0,20,77,157,50,107,13,16,53,0,15,316,0,75,0,51,0,31,414,1374,Assam,Nalbari,26.46323767605632,91.40598521126763
2010,60,24,4,75,0,75,142,127,15,1,0,17,117,450,134,316,27,24,64,2,24,200,2,85,0,101,0,45,821,2285,Assam,Sibsagar,27.02762869565218,94.90025847826082
2010,81,10,0,80,0,80,191,169,22,7,0,22,175,338,63,275,34,44,81,0,21,210,13,30,0,294,0,353,1145,3129,Assam,Sonitpur,26.73514926829268,92.85197804878044
2010,96,17,1,55,0,55,112,107,5,9,0,43,132,562,71,491,15,62,25,2,16,183,16,25,0,100,0,111,713,2295,Assam,Tinsukia,27.53549291139241,95.69055949367085
2010,53,42,15,42,0,42,84,63,21,21,4,58,42,246,26,220,209,65,47,1,11,92,26,2,0,26,0,64,1271,2421,Bihar,Araria,26.211528119180603,87.30766554934816
2010,97,10,2,12,0,12,58,55,3,18,0,23,104,338,33,305,283,5,77,2,15,480,24,3,0,97,0,112,1255,3015,Bihar,Aurangabad,24.774291867469877,84.45986024096379
2010,97,10,2,12,0,12,58,55,3,18,0,23,104,338,33,305,283,5,77,2,15,480,24,3,0,97,0,112,1255,3015,Maharashtra,Aurangabad,20.0979228832952,75.32072196796334
2010,71,44,6,13,0,13,53,47,6,10,0,20,77,132,10,122,118,6,6,0,33,386,24,3,0,23,0,0,791,1816,Bihar,Banka,24.832355642023337,86.8664916342413
2010,126,156,2,20,0,20,92,45,47,9,0,51,65,334,15,319,322,45,62,0,18,601,42,10,0,41,0,481,1548,4025,Bihar,Begusarai,25.54302613168723,86.12560144032932
2010,73,135,4,22,0,22,86,80,6,3,0,27,127,533,229,304,197,30,91,1,34,476,20,12,0,42,0,121,1186,3220,Bihar,Bhagalpur,25.277192885375477,87.04213814229242
2010,111,36,0,15,0,15,72,55,17,25,0,62,85,458,125,333,234,20,97,0,14,215,50,3,0,181,0,315,1976,3969,Bihar,Bhojpur,25.50666439393939,84.49407803030304
2010,57,98,1,12,0,12,55,40,15,21,2,44,75,300,77,223,204,3,35,1,2,465,17,15,1,40,0,78,654,2180,Bihar,Buxar,25.48593018867924,84.08808081760995
2010,59,167,23,18,0,18,97,87,10,13,2,19,75,399,171,228,319,59,286,0,24,120,23,68,0,151,2,90,2294,4308,Bihar,Darbhanga,26.146187719298258,85.97387352472099
2010,139,35,12,22,0,22,109,82,27,48,4,103,138,701,214,487,319,21,117,1,21,1,42,3,0,97,0,259,2514,4706,Bihar,Gaya,24.7266541547278,84.94291217765044
2010,76,53,3,18,0,18,109,85,24,6,1,22,68,205,31,174,189,19,118,0,13,855,48,0,0,125,0,84,767,2779,Bihar,Gopalganj,26.44874364161851,84.34636127167629
2010,81,143,19,20,0,20,57,29,28,20,0,42,46,150,25,125,139,8,32,0,21,634,17,33,0,48,0,93,277,1880,Bihar,Jamui,24.78418380462726,86.26316298200514
2010,43,13,3,8,0,8,42,11,31,13,3,13,63,246,62,184,149,20,54,2,10,152,33,10,0,30,0,59,866,1832,Bihar,Jehanabad,25.155679045643165,84.9208124481328
2010,90,47,2,55,0,55,119,87,32,6,0,20,63,200,46,154,207,18,71,0,10,343,20,6,0,55,3,127,1026,2488,Bihar,Katihar,25.56565356037151,87.70466083591326
2010,63,104,7,5,0,5,36,28,8,9,0,15,20,123,20,103,164,6,22,1,11,578,22,14,0,20,0,139,501,1860,Bihar,Khagaria,25.53558891454964,86.56593256351037
2010,36,41,7,24,0,24,50,38,12,4,0,10,53,131,43,88,108,15,26,2,16,161,4,0,0,41,0,30,475,1234,Bihar,Kishanganj,26.324336758321294,87.95045007235886
2010,43,45,0,10,0,10,40,15,25,16,0,20,51,111,15,96,125,25,26,0,8,466,14,4,0,30,0,57,225,1316,Bihar,Lakhisarai,25.183449321266963,86.12825701357468
2010,54,81,1,11,0,11,61,52,9,4,1,48,23,146,30,116,194,19,18,0,4,85,13,9,0,25,0,109,971,1877,Bihar,Madhepura,25.77341929460581,86.8978443983403
2010,73,10,0,30,0,30,141,131,10,20,0,31,65,458,165,293,340,0,26,1,0,1053,31,6,0,90,1,102,1841,4319,Bihar,Madhubani,26.41380538172716,86.16328360450552
2010,82,98,1,11,0,11,80,68,12,26,1,39,54,217,52,165,165,29,52,1,14,212,14,3,0,43,0,68,842,2052,Bihar,Munger,25.198537962962963,86.54173672839504
2010,148,11,12,52,0,52,229,187,42,44,4,63,192,962,407,555,419,41,122,0,31,38,64,7,0,56,0,604,3442,6541,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543
2010,117,75,19,26,0,26,93,74,19,6,0,36,98,318,18,300,178,48,87,6,14,533,62,30,0,60,0,231,2374,4411,Bihar,Nalanda,25.229345508982053,85.48053113772461
2010,304,20,5,50,0,50,283,148,135,42,0,184,594,2627,1308,1319,516,11,591,12,2,34,95,12,3,316,0,403,7932,14036,Bihar,Patna,25.40297114503818,85.3198433587787
2010,132,82,45,27,0,27,115,95,20,43,1,73,134,589,99,490,228,31,19,0,3,328,45,49,11,31,0,351,2151,4488,Bihar,Rohtas,24.99170460829495,83.9350762672811
2010,39,102,0,7,0,7,51,17,34,6,0,35,45,108,12,96,251,35,59,0,14,197,9,39,0,22,0,61,715,1795,Bihar,Saharsa,25.821270696721303,86.54670819672135
2010,119,215,12,36,0,36,189,9,180,10,1,54,107,369,103,266,317,26,52,1,36,260,62,7,0,42,0,175,1973,4063,Bihar,Samastipur,25.793205563909765,85.94833323308269
2010,112,90,16,23,0,23,136,107,29,19,2,56,112,488,66,422,344,40,96,0,40,1461,78,24,0,103,0,315,495,4050,Bihar,Saran,25.89656077844312,84.82266287425155
2010,22,2,0,2,0,2,22,13,9,3,0,12,18,82,2,80,69,5,33,0,10,183,5,0,0,10,0,30,415,923,Bihar,Sheikhpura,25.12472436548223,85.77839390862943
2010,21,3,0,3,0,3,17,12,5,15,0,7,19,60,7,53,41,3,12,0,4,60,2,2,0,8,0,0,269,546,Bihar,Sheohar,26.458380748663107,85.29539411764709
2010,68,30,3,9,0,9,60,40,20,28,4,29,105,465,228,237,189,6,10,0,22,50,28,18,0,25,0,89,2538,3776,Bihar,Sitamarhi,26.56570069686413,85.61172491289203
2010,78,69,0,19,0,19,133,105,28,20,2,37,66,305,22,283,251,12,88,0,41,1250,63,10,0,41,0,118,503,3106,Bihar,Siwan,26.1736372013652,84.33766552901022
2010,52,29,12,19,0,19,67,38,29,8,0,15,38,136,28,108,206,27,51,3,21,88,12,6,0,8,0,42,881,1721,Bihar,Supaul,26.28157893772896,86.78496465201461
2010,128,45,14,30,0,30,197,145,52,15,3,51,151,518,236,282,351,36,66,2,22,210,74,15,0,57,0,195,2192,4372,Bihar,Vaishali,25.8134703180212,85.39247597173153
2010,30,20,1,61,0,61,12,0,12,3,1,14,37,28,0,28,29,1,6,0,5,58,1,71,29,0,0,49,430,886,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256
2010,106,49,1,69,0,69,38,26,12,5,1,61,525,799,223,576,224,22,75,5,53,1923,20,167,18,130,0,245,2063,6599,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
2010,106,49,1,69,0,69,38,26,12,5,1,61,525,799,223,576,224,22,75,5,53,1923,20,167,18,130,0,245,2063,6599,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
2010,18,5,0,40,0,40,10,5,5,5,0,7,103,150,48,102,25,3,25,0,3,71,2,55,6,18,0,91,745,1382,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348
2010,85,58,3,106,0,106,39,35,4,1,5,83,634,954,389,565,101,21,195,8,31,345,14,269,36,118,0,433,6024,9563,Chhattisgarh,Durg,21.194463849287164,81.33181639511197
2010,62,15,1,69,0,69,24,21,3,3,4,21,73,71,15,56,26,3,9,3,6,85,0,53,4,26,0,94,588,1240,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848
2010,42,51,0,18,0,18,11,5,6,15,1,12,46,53,21,32,28,1,14,0,8,19,2,27,2,8,0,64,554,976,Chhattisgarh,Kanker,20.139461285008245,81.06913080724874
2010,41,12,2,32,0,32,7,6,1,4,1,30,160,217,94,123,55,10,30,1,3,788,10,80,4,40,0,151,922,2600,Chhattisgarh,Korba,22.491712499999995,82.57604326923074
2010,32,13,1,58,0,58,21,21,0,5,0,9,172,124,30,94,25,2,21,0,6,621,3,98,9,48,0,60,489,1817,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635
2010,34,15,0,26,0,26,7,6,1,2,0,14,116,165,36,129,12,2,26,2,9,175,7,65,5,13,0,139,790,1624,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384
2010,67,37,4,52,0,52,19,19,0,13,0,52,264,328,166,162,93,22,71,4,23,684,10,89,7,45,0,183,1063,3130,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134
2010,67,37,4,52,0,52,19,19,0,13,0,52,264,328,166,162,93,22,71,4,23,684,10,89,7,45,0,183,1063,3130,Maharashtra,Raigarh,18.453257637845976,73.0090609418579
2010,102,86,4,136,0,136,49,39,10,7,1,108,750,1554,722,832,164,65,188,15,59,2720,7,268,33,125,2,556,3361,10360,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388
2010,25,12,2,12,0,12,10,7,3,0,0,28,209,598,195,403,40,30,80,17,13,117,1,24,10,9,0,147,542,1926,Goa,North Goa,15.548723418714054,73.80667997909038
2010,10,15,1,24,0,24,15,11,4,2,0,11,159,436,164,272,24,27,37,16,10,60,0,12,6,8,0,109,385,1367,Goa,South Goa,15.195278658183785,73.941792596877
2010,19,5,3,10,0,10,65,61,4,1,0,18,108,188,83,105,46,44,10,8,6,216,0,25,9,162,0,138,1086,2167,Gujarat,Amreli,21.04832649310872,71.43457637825426
2010,24,8,3,15,0,15,45,39,6,7,0,13,101,440,238,202,42,60,21,4,16,328,0,27,3,190,0,266,1851,3464,Gujarat,Anand,22.282718206229863,72.57782051557454
2010,37,15,0,9,0,9,27,23,4,8,0,13,119,318,131,187,45,65,13,8,19,297,0,18,4,2,0,318,1537,2872,Gujarat,Bharuch,21.75787276237761,72.67326346710801
2010,50,29,2,8,0,8,62,58,4,1,2,22,176,513,237,276,92,28,45,19,15,507,0,32,42,177,0,0,2311,4133,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141
2010,39,16,8,3,0,3,54,51,3,17,0,44,58,182,106,76,54,4,7,2,12,292,0,15,0,7,0,190,828,1832,Gujarat,Dahod,22.897992252252237,73.99170612612609
2010,16,9,1,13,0,13,29,27,2,6,1,12,118,524,251,273,38,5,42,10,5,203,1,11,4,152,0,207,4348,5755,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026
2010,44,26,0,14,0,14,32,25,7,2,1,23,159,359,168,191,88,29,34,6,7,343,0,27,2,232,0,1,2543,3972,Gujarat,Jamnagar,22.410600414263328,69.62062005768233
2010,48,19,0,19,0,19,68,63,5,3,0,36,185,553,306,247,93,42,44,12,21,482,0,37,8,443,0,208,2369,4690,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612
2010,48,19,0,19,0,19,68,63,5,3,0,36,185,553,306,247,93,42,44,12,21,482,0,37,8,443,0,208,2369,4690,Gujarat,Junagadh,20.929523011609785,70.54733890140345
2010,17,2,1,7,0,7,4,4,0,0,0,3,8,34,21,13,12,17,8,2,2,112,0,8,0,5,0,84,515,841,Gujarat,Narmada,21.70666386292833,73.68403208722742
2010,22,2,0,6,0,6,19,15,4,1,0,6,43,92,41,51,25,20,6,6,1,64,0,5,1,34,0,0,725,1078,Gujarat,Navsari,20.866973318871995,72.86184869848157
2010,11,9,0,11,0,11,38,37,1,5,0,16,77,270,112,158,28,25,17,11,4,312,0,32,1,101,0,162,1308,2438,Gujarat,Patan,23.80634198473284,71.75162977099237
2010,9,7,0,2,0,2,12,9,3,0,0,2,26,49,16,33,9,9,16,2,3,83,1,4,3,69,0,38,531,875,Gujarat,Porbandar,21.55092351651571,69.71896987722886
2010,24,12,2,29,0,29,29,27,2,3,1,15,76,203,95,108,56,37,11,4,6,410,0,36,2,113,0,235,1567,2871,Gujarat,Surendranagar,22.82672007299272,71.48358740875906
2010,29,10,0,11,0,11,14,8,6,3,1,12,87,284,161,123,49,27,21,4,1,111,0,4,0,15,0,264,874,1821,Gujarat,Valsad,20.44238231644259,72.9148584798345
2010,35,30,1,30,0,30,33,23,10,4,10,18,288,652,424,228,3,25,133,2,10,198,9,20,14,220,0,4,1109,2848,Haryana,Ambala,30.3503672316384,76.94970310734456
2010,61,38,1,30,0,30,52,36,16,7,2,43,264,539,347,192,171,16,89,1,17,214,22,45,15,64,0,9,1171,2871,Haryana,Bhiwani,28.728868064516128,76.02110225806452
2010,70,49,5,51,0,51,102,86,16,9,70,20,277,1672,1352,320,178,174,154,0,5,191,23,27,78,224,0,224,1317,4920,Haryana,Faridabad,28.14873109756098,77.32718536585368
2010,27,33,2,21,0,21,33,31,2,1,9,9,119,241,168,73,14,7,37,3,5,119,5,13,9,79,0,6,593,1385,Haryana,Fatehabad,29.57298318584072,75.54608716814157
2010,84,59,3,45,0,45,58,42,16,5,28,119,492,3124,2480,644,96,99,254,2,2,146,22,30,38,86,0,33,1911,6736,Haryana,Gurgaon,28.043894789579163,77.01935130260523
2010,51,50,5,36,0,36,42,30,12,7,6,37,185,527,276,251,69,25,47,0,10,110,12,27,30,117,0,210,534,2137,Haryana,Jhajjar,28.59651868131869,76.61137142857145
2010,53,40,4,29,0,29,35,26,9,0,3,43,248,560,366,194,116,65,49,1,14,148,17,27,20,88,0,7,868,2435,Haryana,Jind,29.45149821958457,76.29598575667653
2010,30,24,2,28,0,28,27,20,7,6,5,19,160,304,202,102,0,59,19,1,9,204,11,15,0,112,0,6,627,1668,Haryana,Kaithal,29.96068539094649,76.37698930041155
2010,49,50,2,52,0,52,33,20,13,5,13,24,269,836,529,307,53,25,135,1,7,285,21,29,22,231,0,256,1049,3447,Haryana,Karnal,29.703200647249204,76.87488025889972
2010,34,21,2,36,0,36,34,26,8,2,3,22,237,727,484,243,0,78,31,5,14,175,13,9,24,79,0,4,986,2536,Haryana,Kurukshetra,30.05652659846548,76.78774680306903
2010,31,19,3,28,0,28,40,36,4,9,0,27,121,339,154,185,112,24,23,0,16,133,7,25,0,86,0,4,788,1835,Haryana,Mahendragarh,28.1352161458333,76.14018072916659
2010,20,6,1,10,0,10,16,12,4,4,2,7,147,323,202,121,2,115,84,1,2,28,1,10,1,98,0,7,443,1328,Haryana,Panchkula,30.700897142857134,76.97173238095236
2010,32,31,10,55,0,55,65,49,16,7,12,41,176,849,639,210,88,27,50,0,5,152,13,22,30,175,0,275,694,2809,Haryana,Panipat,29.34352134146342,76.92895914634147
2010,29,29,0,25,0,25,33,24,9,25,2,63,171,543,409,134,40,34,8,0,6,167,14,16,27,71,0,8,1040,2351,Haryana,Rewari,28.19164714828897,76.55956007604564
2010,72,53,6,51,0,51,32,19,13,7,27,34,276,855,616,239,59,28,76,1,8,173,17,26,57,87,0,194,938,3077,Haryana,Rohtak,28.892517647058817,76.53123235294117
2010,45,33,1,39,0,39,47,30,17,3,2,14,190,387,272,115,28,13,28,1,19,329,8,9,0,125,0,0,686,2007,Haryana,Sirsa,29.63583446327684,74.90970480225988
2010,9,10,2,15,0,15,8,6,2,0,0,1,28,69,30,39,32,4,14,0,8,46,0,37,6,32,0,25,792,1138,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188
2010,9,10,2,15,0,15,8,6,2,0,0,1,28,69,30,39,32,4,14,0,8,46,0,37,6,32,0,25,792,1138,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157
2010,5,4,1,13,0,13,22,21,1,0,0,0,77,48,24,24,26,1,5,0,6,72,1,29,1,5,0,58,289,663,Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366
2010,11,4,3,11,0,11,19,16,3,0,0,0,46,37,11,26,34,6,29,0,12,222,0,27,23,17,0,25,489,1015,Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594
2010,11,4,3,11,0,11,19,16,3,0,0,0,46,37,11,26,34,6,29,0,12,222,0,27,23,17,0,25,489,1015,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789
2010,27,12,2,22,0,22,38,33,5,1,0,1,143,139,49,90,101,16,81,2,26,240,0,60,8,53,0,11,1433,2416,Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173
2010,4,0,0,2,0,2,2,2,0,0,0,0,19,3,1,2,33,1,3,0,1,8,0,2,0,4,0,32,83,197,Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741
2010,11,5,0,17,0,17,9,5,4,0,0,0,39,42,7,35,39,1,15,0,2,44,0,23,1,9,0,39,512,808,Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647
2010,11,11,0,19,0,19,19,15,4,0,0,2,88,79,26,53,88,11,52,0,22,164,0,71,13,45,0,50,1043,1788,Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067
2010,20,6,1,21,0,21,23,22,1,0,0,1,121,163,66,97,92,24,31,2,30,47,0,27,4,29,0,120,1028,1790,Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668
2010,10,5,1,15,0,15,14,12,2,1,0,1,39,59,30,29,67,10,34,0,7,48,0,36,5,17,0,69,406,844,Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493
2010,5,6,1,11,0,11,13,11,2,0,0,0,82,74,39,35,42,9,9,0,4,250,0,12,1,20,0,41,313,893,Himachal Pradesh,Solan,31.03864311926604,76.94442140672783
2010,9,4,1,9,0,9,18,13,5,0,0,4,42,67,27,40,43,23,38,0,8,107,1,19,15,37,0,67,528,1040,Himachal Pradesh,Una,31.58330388349513,76.18353932038836
2010,5,32,0,21,0,21,59,57,2,0,0,1,49,46,2,44,14,4,11,0,14,15,0,27,6,21,0,4,541,870,Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518
2010,23,86,5,36,0,36,81,78,3,0,0,1,216,494,315,179,69,42,105,0,16,34,6,36,42,70,0,184,2430,3976,Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991
2010,1,0,0,0,0,0,1,1,0,0,0,0,11,11,3,8,8,2,1,0,2,0,0,0,0,0,0,6,93,136,Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312
2010,11,20,2,17,0,17,19,17,2,0,0,1,49,68,23,45,40,5,17,0,13,17,2,26,4,5,0,4,741,1061,Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404
2010,4,10,2,8,0,8,33,31,2,1,0,4,37,80,10,70,172,3,7,3,8,55,0,11,13,0,0,2,164,617,Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118
2010,15,186,0,13,0,13,68,60,8,1,0,12,247,497,388,109,313,14,63,2,20,8,0,130,58,17,0,53,913,2630,Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288
2010,7,9,0,15,0,15,10,10,0,0,0,2,47,36,13,23,27,2,6,0,2,4,0,28,5,15,0,0,817,1032,Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511
2010,70,7,0,28,0,28,64,64,0,13,0,30,74,654,137,517,128,79,82,0,0,0,26,2,0,70,0,0,1481,2808,Jharkhand,Bokaro,23.6814965034965,85.98398374125864
2010,31,36,1,11,0,11,26,21,5,9,0,22,20,76,15,61,82,6,15,0,6,60,18,3,0,9,0,84,408,923,Jharkhand,Chatra,24.11619945750453,84.93295804701627
2010,58,17,3,33,0,33,28,17,11,16,5,20,126,293,97,196,158,23,22,2,6,331,19,7,2,21,0,19,493,1702,Jharkhand,Deoghar,24.33070100755672,86.75697632241814
2010,58,31,10,32,0,32,95,83,12,52,3,47,205,897,394,503,209,28,59,3,6,132,31,30,2,34,0,3,1868,3835,Jharkhand,Dhanbad,23.854509090909097,86.40372924901185
2010,57,16,4,52,0,52,38,27,11,4,0,8,58,253,42,211,62,17,11,0,7,358,6,8,0,46,0,96,403,1504,Jharkhand,Dumka,24.275006125574265,87.27662450229711
2010,61,91,0,21,0,21,27,23,4,8,0,40,44,69,13,56,163,3,36,0,18,256,10,11,0,38,0,58,349,1303,Jharkhand,Garhwa,24.082114689265527,83.68664265536722
2010,59,55,0,37,0,37,58,18,40,33,0,30,73,293,63,230,316,8,42,0,12,135,39,9,4,63,0,70,1244,2580,Jharkhand,Giridih,24.30578509874329,86.08710915619386
2010,57,104,3,26,0,26,42,25,17,4,3,16,45,146,19,127,131,19,28,0,11,299,7,25,0,11,0,42,445,1464,Jharkhand,Godda,24.8189,87.2941735483871
2010,153,66,11,57,0,57,44,41,3,6,2,31,11,76,33,43,30,17,22,0,12,80,2,8,0,7,1,98,211,945,Jharkhand,Gumla,23.078532948929148,84.55056787479396
2010,25,54,1,9,0,9,9,7,2,8,0,10,17,59,29,30,49,5,9,0,3,0,2,9,0,0,0,0,256,525,Jharkhand,Jamtara,23.97873318077801,86.95325080091534
2010,29,44,1,15,0,15,23,13,10,7,0,8,21,85,25,60,60,19,52,0,3,144,8,6,0,21,0,78,303,927,Jharkhand,Koderma,24.556719434628963,85.7169091872792
2010,43,32,0,16,0,16,25,14,11,11,0,12,17,70,17,53,27,3,15,0,9,35,3,0,0,8,0,45,84,455,Jharkhand,Latehar,23.72511185840708,84.48298743362837
2010,32,4,6,45,0,45,17,15,2,2,1,8,15,79,4,75,77,8,8,0,6,34,1,11,0,31,0,38,308,731,Jharkhand,Pakur,24.57260428082189,87.69691969178076
2010,89,151,0,27,0,27,63,15,48,25,0,49,68,173,42,131,193,37,62,0,29,290,23,21,0,22,0,81,698,2101,Jharkhand,Palamu,24.196925968109337,84.20310842824594
2010,183,55,8,92,0,92,128,113,15,34,1,160,174,1683,884,799,198,65,168,4,10,490,22,14,3,53,2,490,1825,5862,Jharkhand,Ranchi,23.184235061391547,85.31781937244203
2010,88,15,0,18,0,18,14,5,9,11,0,17,12,37,11,26,4,6,3,0,6,45,0,3,0,2,0,33,54,368,Jharkhand,Simdega,22.608760391198054,84.59193691931536
2010,51,28,0,9,0,9,11,6,5,0,0,24,92,149,71,78,164,8,46,1,4,244,5,67,0,59,0,0,1227,2189,Karnataka,Bagalkot,16.15860676328503,75.64526070853468
2010,100,50,1,16,0,16,30,18,12,15,2,81,261,686,388,298,240,16,83,0,0,510,8,48,0,55,0,0,2410,4612,Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169
2010,124,106,2,42,0,42,62,44,18,14,2,61,239,567,320,247,572,26,243,9,12,1053,10,222,8,273,0,39,3777,7463,Karnataka,Belgaum,16.16107219152853,74.72329042357275
2010,58,40,0,12,0,12,20,15,5,8,1,28,150,270,179,91,228,9,77,5,16,440,13,80,0,99,0,16,1844,3414,Karnataka,Bellary,15.074377548209377,76.47228471074374
2010,41,39,1,8,0,8,26,19,7,5,0,17,114,149,54,95,165,16,48,2,15,882,6,26,1,88,0,8,1942,3599,Karnataka,Bidar,17.950361730769224,77.19459961538459
2010,59,49,1,13,0,13,43,27,16,4,2,23,126,135,71,64,294,16,100,2,3,551,5,58,0,160,0,0,1615,3259,Karnataka,Bijapur,16.84015316666667,75.95909166666665
2010,40,34,3,26,0,26,39,38,1,4,0,40,101,275,123,152,388,7,63,4,17,951,7,158,0,99,0,0,2496,4752,Karnataka,Chitradurga,14.29102220394736,76.57821957236843
2010,29,25,6,16,0,16,20,20,0,5,0,27,127,270,140,130,270,13,59,3,0,393,9,91,1,120,0,0,1575,3059,Karnataka,Davanagere,14.330414586709884,75.91723841166937
2010,27,11,0,6,0,6,8,0,8,1,1,6,46,62,24,38,96,3,19,0,1,140,1,35,0,53,0,127,464,1107,Karnataka,Gadag,15.507128256880746,75.64861302752298
2010,89,103,3,34,0,34,75,56,19,26,17,87,216,349,159,190,456,19,81,2,31,927,6,56,0,152,0,20,2050,4799,Karnataka,Gulbarga,17.070459515951594,76.87503850385033
2010,61,83,4,23,0,23,34,25,9,13,1,81,267,374,183,191,322,10,123,3,0,1432,14,134,0,180,0,0,3045,6204,Karnataka,Hassan,12.945098749999998,76.11049549999997
2010,28,23,4,6,0,6,23,0,23,3,0,10,64,126,57,69,220,10,46,0,0,303,2,65,0,65,0,0,1247,2245,Karnataka,Haveri,14.737582809224318,75.3961230607966
2010,37,30,0,20,0,20,15,7,8,3,0,20,116,113,27,86,44,4,31,1,3,769,1,57,0,61,0,5,869,2199,Karnataka,Kodagu,12.39684468085106,75.79336595744688
2010,40,54,2,12,0,12,18,5,13,2,2,18,73,212,129,83,196,17,20,1,0,261,4,29,0,12,0,0,939,1912,Karnataka,Kolar,13.312799881235172,78.01376947743476
2010,28,27,14,10,0,10,21,0,21,6,0,9,92,117,60,57,153,6,37,0,0,193,2,29,0,46,0,0,1161,1951,Karnataka,Koppal,15.651253271028034,76.1617048598131
2010,83,62,1,30,0,30,47,35,12,9,2,56,303,564,256,308,384,16,111,3,44,1407,10,117,0,185,0,0,3192,6626,Karnataka,Mandya,12.574901806239744,76.81570098522172
2010,49,47,3,31,0,31,38,32,6,1,0,12,80,149,65,84,291,10,107,0,3,597,3,105,0,195,0,16,1612,3349,Karnataka,Raichur,16.050795353982295,76.87368606194688
2010,34,58,2,17,0,17,31,24,7,15,1,44,231,403,232,171,495,6,144,2,21,1268,4,113,8,277,0,10,2655,5839,Karnataka,Shimoga,14.063845885634592,75.17882078103197
2010,88,57,4,25,0,25,29,14,15,15,3,87,255,652,217,435,278,11,85,5,34,773,14,107,0,78,0,16,2485,5101,Karnataka,Tumkur,13.592467760074973,77.02297966260545
2010,15,17,1,12,0,12,7,3,4,5,2,40,139,142,51,91,134,5,54,16,2,315,1,31,1,38,0,13,1709,2699,Karnataka,Udupi,13.450404228534568,74.72009990316337
2010,15,37,2,33,0,33,7,4,3,1,0,11,111,145,27,118,307,12,173,5,11,1319,0,177,13,208,0,0,6033,8620,Kerala,Idukki,9.80480963855423,77.04586641566264
